id,name
3,"The video shows someone initiating an assault: In this scenario, we might see someone physically attacking another person, such as punching, kicking, or pushing them. The assault might be unprovoked or it might be in response to a perceived threat or insult."
3,"The video shows someone defending themselves from an assault: In this scenario, we might see someone being attacked by another person and fighting back in self-defense. They might use physical force to protect themselves, and they might be trying to escape from the situation."
3,"The video shows someone intervening in an assault: In this scenario, we might see a bystander or witness to an assault trying to intervene and stop the attack. They might physically separate the individuals, or they might try to verbally de-escalate the situation."
3,"The video shows someone fleeing from an assault: In this scenario, we might see someone trying to escape from an attacker and finding a safe place to hide or call for help. They might be disoriented or panicked, and they might be trying to help others or find a way out."
3,"The video shows emergency responders responding to an assault: In this scenario, we might see police or medical personnel arriving at the scene of an assault and working to provide assistance to the victim and apprehend the attacker. They might be gathering evidence, administering first aid, or transporting the victim to a hospital."
4,"The video shows a collision between two or more vehicles: In this scenario, we might see a car, truck, or motorcycle colliding with another vehicle. The collision might be caused by a driver's error, such as failing to stop at a red light or speeding, or it might be caused by external factors such as weather or road conditions."
4,"The video shows a vehicle hitting a pedestrian or cyclist: In this scenario, we might see a person walking or riding a bicycle being struck by a vehicle. The accident might be caused by a driver's failure to yield, distracted driving, or other factors."
4,"The video shows emergency responders arriving at the scene of an accident: In this scenario, we might see police or medical personnel arriving at the scene of an accident and working to provide assistance to the victims. They might be directing traffic, administering first aid, or transporting the injured to a hospital."
4,"The video shows witnesses or bystanders responding to an accident: In this scenario, we might see people stopping to provide assistance to the victims of an accident. They might be calling for emergency services, providing first aid, or directing traffic to prevent further accidents."
4,"The video shows vehicles avoiding an accident: In this scenario, we might see vehicles swerving or stopping to avoid a collision. The drivers might be reacting to an unexpected obstacle or hazard, or they might be responding to another driver's error."
5,"The video shows an individual or group attempting to break into a property: In this scenario, we might see one or more people attempting to gain entry to a property by forcing open a window or door, using a lock-picking tool, or other methods."
5,"The video shows an individual or group successfully breaking into a property: In this scenario, we might see an individual or group gaining entry to a property and proceeding to steal valuables, such as jewelry, electronics, or cash."
5,"The video shows an individual or group attempting to disable or avoid surveillance cameras: In this scenario, we might see an individual or group attempting to disable or avoid the surveillance cameras in order to avoid detection."
5,"The video shows the response of security personnel or law enforcement: In this scenario, we might see security personnel or law enforcement responding to an alarm triggered by the burglary attempt. They might be attempting to apprehend the suspects or secure the premises."
5,"The video shows witnesses or bystanders responding to the burglary attempt: In this scenario, we might see people noticing the attempted burglary and calling for help. They might be attempting to prevent the burglary or providing information to law enforcement."
6,"The video shows a sudden explosion occurring: In this scenario, we might see a sudden and unexpected explosion, which could cause damage to nearby buildings, vehicles, or other objects. Depending on the severity of the explosion, there may be injuries or fatalities."
6,"The video shows the cause of the explosion: In this scenario, we might see the cause of the explosion, which could be due to a gas leak, an electrical malfunction, or other factors. It is important to identify the cause of the explosion in order to prevent it from happening again in the future."
6,"The video shows the response of emergency personnel: In this scenario, we might see emergency personnel, such as firefighters, police officers, or paramedics, responding to the explosion. They may be attempting to secure the area, evacuate nearby buildings, or provide medical assistance to those who are injured."
6,"The video shows witnesses or bystanders responding to the explosion: In this scenario, we might see people nearby reacting to the explosion, such as running away from the area or helping those who are injured. Depending on the severity of the explosion, there may be chaos or confusion in the immediate aftermath."
6,"The video shows the aftermath of the explosion: In this scenario, we might see the damage caused by the explosion, such as broken windows, debris, or collapsed buildings. It is important to assess the damage in order to determine the best course of action for recovery and repair."
7,"The video shows two people engaged in a physical fight: In this scenario, we might see two people hitting, kicking, or grappling with each other. The fight could be sparked by a verbal disagreement, physical altercation, or other reasons. We might see others in the vicinity trying to separate the fighters or trying to stop the fight altogether."
7,"The video shows a group of people involved in a fight: In this scenario, we might see a group of people fighting each other, either in a pre-planned altercation or a spontaneous conflict. The fight could be between two groups or multiple individuals. We might see bystanders trying to get away from the scene or trying to break up the fight."
7,"The video shows someone being attacked: In this scenario, we might see one person being attacked by another or multiple people. The attack could be unprovoked or in retaliation to some action. The victim might be trying to defend themselves or trying to escape."
7,"The video shows someone threatening another person with physical harm: In this scenario, we might see one person threatening to harm another person, either verbally or physically. The threat could be direct or implied, and the victim might be trying to get away from the person or trying to defend themselves."
7,"The video shows someone using a weapon during a fight: In this scenario, we might see someone using a weapon such as a knife or a gun during a fight. The presence of a weapon could escalate the situation and put others in danger. We might see others trying to flee the scene or trying to disarm the person."
8,"The video shows the robbers entering the premises: In this scenario, we might see the robbers entering a building or store with the intention of stealing. They may use force or weapons to gain access or intimidate anyone who tries to stop them."
8,"The video shows the robbery in progress: In this scenario, we might see the robbers taking items or cash from the premises. They may be armed and dangerous, and may threaten or harm anyone who tries to stop them."
8,"The video shows witnesses or bystanders reacting to the robbery: In this scenario, we might see people nearby reacting to the robbery, such as running away or calling for help. Depending on the situation, they may also attempt to stop the robbers or provide assistance to anyone who is injured."
8,"The video shows the response of law enforcement: In this scenario, we might see law enforcement officers responding to the robbery, such as police officers or security guards. They may attempt to apprehend the robbers or secure the area to prevent further damage or harm."
8,"The video shows the aftermath of the robbery: In this scenario, we might see the damage caused by the robbery, such as broken windows, damaged property, or injured individuals. It is important to assess the damage and provide support to those who have been affected."
9,"The video shows the shooter(s) entering the premises: In this scenario, we might see the shooter(s) entering a building or area with the intention of causing harm. They may be armed and dangerous, and may use force or violence to gain access."
9,"The video shows the shooting in progress: In this scenario, we might see the shooter(s) firing a weapon and causing harm to others. It is important to prioritize the safety of those who are in the area and to evacuate as quickly and safely as possible."
9,"The video shows witnesses or bystanders reacting to the shooting: In this scenario, we might see people nearby reacting to the shooting, such as running away or calling for help. Depending on the situation, they may also attempt to stop the shooter(s) or provide assistance to anyone who is injured."
9,"The video shows the response of law enforcement: In this scenario, we might see law enforcement officers responding to the shooting, such as police officers or SWAT teams. They may attempt to neutralize the shooter(s) and secure the area to prevent further harm."
9,"The video shows the aftermath of the shooting: In this scenario, we might see the damage caused by the shooting, such as injured or deceased individuals and damaged property. It is important to assess the damage and provide support to those who have been affected."
10,"The video shows the thief entering the premises: In this scenario, we might see the thief entering a building or area with the intention of stealing something. They may be using force or other tactics to gain access, such as picking locks or breaking windows."
10,"The video shows the theft in progress: In this scenario, we might see the thief taking something that does not belong to them, such as merchandise from a store or a personal item from a locker. It is important to identify the thief and prevent them from leaving with the stolen item."
10,"The video shows witnesses or bystanders reacting to the theft: In this scenario, we might see people nearby reacting to the theft, such as calling for help or attempting to stop the thief. Depending on the situation, they may also provide assistance to the victim or report the theft to authorities."
10,"The video shows the response of law enforcement: In this scenario, we might see law enforcement officers responding to the theft, such as police officers or security personnel. They may attempt to apprehend the thief and recover the stolen item."
10,"The video shows the aftermath of the theft: In this scenario, we might see the damage caused by the theft, such as missing items or damaged property. It is important to investigate the theft and identify the thief in order to prevent future incidents."
11,"The shoplifter picks up an item, conceals it on their person, and continues to browse."
11,"The shoplifter repeatedly picking up multiple items and hiding them on their person"
11,"A store employee or security guard notices the shoplifter's behavior and begins to monitor them."
11,"The shoplifter resists, attempting to run away or fight off the employee or security guard."
12,"The video shows someone damaging property: In this scenario, we might see one person intentionally damaging property, such as breaking windows, spray-painting graffiti, or scratching surfaces. The person might be acting alone or as part of a group, and they might be wearing a mask or hiding their identity."
12,"The video shows someone stealing property: In this scenario, we might see one person stealing property, such as breaking into a building, smashing a window, or cutting through a fence. They might be taking something of value, such as money, electronics, or artwork."
12,"The video shows someone defacing property: In this scenario, we might see someone damaging or altering property to change its appearance, such as painting or drawing graffiti, sticking posters, or writing messages. The defacing might be politically motivated, or the person might be trying to gain attention or express themselves."
12,"The video shows a group of people involved in vandalism: In this scenario, we might see a group of people acting together to cause damage or destruction to property. They might be coordinated or acting impulsively, and they might be causing a disturbance or chaos."
12,"The video shows someone attempting to prevent vandalism: In this scenario, we might see someone trying to prevent vandalism from happening, such as calling for help, trying to confront the vandals, or taking steps to secure the property."
13,"People enter and exit a building, going about their daily routines."
13,"Delivery trucks arrive and unload packages or supplies."
13,"Vehicles drive by on the street or pull into a parking lot."
13,"Pedestrians walk on the sidewalk, some stopping to chat with each other."
13,"Workers take smoke or lunch breaks outside of a building."
13,"Children play games or ride bikes in a park or playground."
13,"Pets and their owners go for walks or play together in a yard."
13,"Landscapers tend to the grounds, mowing grass or trimming hedges."
13,"Emergency vehicles such as police cars, fire trucks, or ambulances may pass by."
13,"The weather changes over the course of the day, with clouds, rain, or sunshine affecting the scene."
