id,name
13,tossing coin
13,tossing salad
13,training dog
13,trapezing
13,trimming or shaving beard
13,trimming trees
13,triple jump
13,tying bow tie
13,tying knot (not on a tie)
13,tying tie
13,unboxing
13,unloading truck
13,using computer
13,using remote controller (not gaming)
13,using segway
13,vault
13,waiting in line
13,walking the dog
13,washing dishes
13,washing feet
13,washing hair
13,washing hands
13,water skiing
13,water sliding
13,watering plants
13,waxing back
13,waxing chest
13,waxing eyebrows
13,waxing legs
13,weaving basket
13,welding
13,whistling
13,windsurfing
13,wrapping present
13,wrestling
13,writing
13,yawning
13,yoga
13,zumba
